material_number,material_desc_raw,product_family,product_group,product_family_sort,product_group_sort,length_m,rule_notes
000000001830249562,THERMAL-PAD D2 12.7X30X0.9 SARCON XR-PE,Unclassified,Other,999.0,999.0,,
000000001830249563,THERMAL-PAD-S32 30X12.7X0.9 SARCON XR-Pe,Unclassified,Other,999.0,999.0,,
000000001830249665,BOX-217X174X30 AL6061,Unclassified,Other,999.0,999.0,,
000000001830249667,FACEPLATE-155X20X7 AL6061,Unclassified,Other,999.0,999.0,,
000000001830249668,TRAY-FIBER PLATE 170X95X11 PC BLACK,Unclassified,Other,999.0,999.0,,
000000001830249669,PLATE-PRESS 46X8X7 AL6061,Unclassified,Other,999.0,999.0,,
000000001830249670,HLDR-PD 96X23X3 PC BLACK,Unclassified,Other,999.0,999.0,,
000000001830249671,BOX-HEAT METAL 50X50X10 AL6061,Unclassified,Other,999.0,999.0,,
000000001830249672,BOX-HEAT PLASTIC 55X55X10 PC BLACK,Unclassified,Other,999.0,999.0,,
000000001830249673,CVR-HEAT PLASTIC 56X54X7 PC BLACK,Unclassified,Other,999.0,999.0,,
000000001830249674,FILM-HEAT 86X24X0.3 Polyimide,Unclassified,Other,999.0,999.0,,
000000001830249675,PLATE-FIBER 158X74X10 SPCC,Unclassified,Other,999.0,999.0,,
000000001830249676,PLATE-FIBER 121X6X12 KAPTON 500H,Unclassified,Other,999.0,999.0,,
000000001830249799,SFP CAGE COVER TE 1367147-3<ZY>,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830249822,COVER-Top 271X174X14 AL6061-T6,Unclassified,Other,999.0,999.0,,
000000001830249842,CLIP-FB U TYPE 11X9X4,Unclassified,Other,999.0,999.0,,
000000001830249843,CLIP-FB U TYPE 14X13X4,Unclassified,Other,999.0,999.0,,
000000001830249844,CLIP-FB U TYPE 12X6.8X4,Unclassified,Other,999.0,999.0,,
000000001830249846,TRAY-FB 500H 86.9X70.2X7.8,Unclassified,Other,999.0,999.0,,
000000001830249847,HOLDER-COMPONENT 100.4X25X16.7,Unclassified,Other,999.0,999.0,,
000000001830249854,BASE MUX 2U,Optical_Module,Other,55.0,999.0,,
000000001830249879,N0004442-01 Shock Mount Framework CR,Unclassified,Other,999.0,999.0,,
000000001830249897,N0004592-01 Mount Mirror 4 Curie,Unclassified,Other,999.0,999.0,,
000000001830249914,COVER-SLED 300X192X16 AL5052 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249915,SUPPORT-161X49X4.9 SUS304 FOR HEATEROC2D,Unclassified,Other,999.0,999.0,,
000000001830249916,SPACE-LC ADAPTER 295X56X0.8 SUS304 OC2D,Adapters,LC_Variants,30.0,32.0,,
000000001830249917,SUPPORT-LEFT AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249918,SUPPORT-RIGHT AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249919,SUPPORT-REAR AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249920,SUPPORT-MIDDLE AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249921,TRAY-FIBER 153X217X20 PC OC2D,Unclassified,Other,999.0,999.0,,
000000001830249922,CVR-HEATER A 68X68X3.1 PC OC2D,Unclassified,Other,999.0,999.0,,
000000001830249923,BOX-HEATER A 66X66X15 PC OC2D,Unclassified,Other,999.0,999.0,,
000000001830249924,CVR-HEATER METAL 63X63X1.5 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249925,BOX-HEATER A METAL 63X63X10 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249927,BOX-HEATER B 66X66X10 PC OC2D,Unclassified,Other,999.0,999.0,,
000000001830249928,BOX-HEATER B HMETAL 63X63X10 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249929,HOLDER-SWITCH 18X15X10 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249930,HEATSINK-IC 23X23 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249931,HEATSINK-EDFA 299X198X21 for II-VI pump,Optical_Module,Other,55.0,999.0,,
000000001830249939,HEATER FILM-174X64X0.5 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249940,HOLDER-SINGLE LC ADAPTER OC0B,Adapters,LC_Variants,30.0,32.0,,
000000001830249960,HEATSIINK-IC 19X19 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249961,HEATSINK-IC 10X10 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249962,HEATSINK-IC 15X15 AL6061OC2D,Unclassified,Other,999.0,999.0,,
000000001830249963,HEATSINK-IC 10X10 AL6061 OC2D,Unclassified,Other,999.0,999.0,,
000000001830249964,WSS WASHER FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249965,OTDR WASHER FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249977,BOX-HEATER METAL FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249978,COVER-HEATER METAL FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249979,BOX-HEATER PLASTIC FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249980,COVER-HEATER PLASTIC FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249981,FIBER CLIP 5.6x4x4.5 FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249982,FIBER CLIP 5.6x4x6.5  FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249985,STDF B5.0XH3.9 FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249988,STDF B5.0XH5.0 FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249990,STDF B5.0XH6.8 FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830249991,BLOCK-CONNECTION FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250006,HHEATSINK-CPU-1 FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250007,HEATSINK-CPU-2 FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250008,HEATSINK-POWER CHIP FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250011,HEATSINK-FBGA FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250012,HEATSINK-TEC FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250022,GUIDE-FIBEER-5 73X128X8 FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250023,THERMAL-PAD 4x4x1 XPHT-8035 FOR #16043,Unclassified,Other,999.0,999.0,,
000000001830250024,THERMAL-PAD 7x7x1 XPHT-8035 FOR #16043,Unclassified,Other,999.0,999.0,,
000000001830250027,THERMAL-PAD 19x19x1 XPHT-8035 FOR #16043,Unclassified,Other,999.0,999.0,,
000000001830250028,THERMAL-PAD 23x23x1 XPHT-8035 FOR #16043,Unclassified,Other,999.0,999.0,,
000000001830250032,GASKET-EMI(EQ6732Z0317HF) FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250041,FACEPLATE-6P FOR C2RPBMZZ-Y1,Unclassified,Other,999.0,999.0,,
000000001830250043,EMI Gasket-97.5X17.3X2.5 Larid FOF X1R,Unclassified,Other,999.0,999.0,,
000000001830250074,INSULATORO-PAD 48X16.5X0.13 GK-5BK,Unclassified,Other,999.0,999.0,,
000000001830250075,HOLDER-Component 81.8X22X8.8 AL6061,Unclassified,Other,999.0,999.0,,
000000001830250076,BOX-263X160X24.4 AL6061,Unclassified,Other,999.0,999.0,,
000000001830250077,COVER-261X158.9X11 AL6061,Unclassified,Other,999.0,999.0,,
000000001830250088,HEAT FILM FOR SPEC 16043,Unclassified,Other,999.0,999.0,,
000000001830250152,CLIP-FIBER 17.5X8.5X7 for heater OC2D,Unclassified,Other,999.0,999.0,,
000000001830250216,MAIN PCBA HOLDER FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250217,OA PCBA HOLDER FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250218,OA UNIT HOLDER-1 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250219,OA UNIT HOLDER-2 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250220,OA UNIT HOLDER-3 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250221,OA UNIT HOLDER-4 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250222,OA UNIT HOLDER-5 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250223,OA UNIT HOLDER-6 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250224,OA UNIT HOLDER-7 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250225,OA UNIT HOLDER-8 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250226,COVER HOLDER FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250227,8 PUMP HEATSINK for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250228,3 PUMP HEATSINK for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250230,STDF B5.0XH21.1 for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250231,SPACER B5.0XH7.0 for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250237,Fiber Guide-1 for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250238,CARRIER ASSY for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250239,COVER-1 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250240,COVER-2 FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250241,FIBER TRAY-1 for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250242,FIBER TRAY-2 for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250243,FIBER TRAY-3 for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250244,Fiber Guide-2 for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250245,FACEPLATE-SGM 2RU SGCC OC2D,Unclassified,Other,999.0,999.0,,
000000001830250258,BOX-HEATER METAL FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250259,BOX-HEATER PLASTIC FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250260,COVER-HEATER PLASTIC FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250290,4 PORT GASKET FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250291,6 PORT GASKET FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250294,HEAT SHEET FOR SPEC 16107,Unclassified,Other,999.0,999.0,,
000000001830250355,Gasket EMI for 6 ports adapter,Adapters,Other,30.0,999.0,,
000000001830250361,Heatsink EDAF AL6061 SGM OC2D,Unclassified,Other,999.0,999.0,,
000000001830250452,SMTSO-M2X2.5 INSERT NUT FOR SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250527,CLIP-FIBER 29.3X16.3X19.6 NYLON66,Unclassified,Other,999.0,999.0,,
000000001830250536,3 PUMP_II-VI HEATSINK for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250537,8 PUMP_II-VI HEATSINK for SPEC 16147,Unclassified,Other,999.0,999.0,,
000000001830250581,FACEPLATE-6P FOR C2RPBMZZ-Y2,Unclassified,Other,999.0,999.0,,
000000001830290251,HLDR-TOSA for QSFP+ PSM4,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830290382,BODY-FOR QSFP+ MPO,Unclassified,MPO_Group,999.0,10.0,,
000000001830290421,CVR-FOR SFP+,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830290447,CVR-FOR QSFP+ MPO,Unclassified,MPO_Group,999.0,10.0,,
000000001830290487,ACTUATOR-BLUE,Unclassified,Other,999.0,999.0,,
000000001830290753,THERMAL-PAD 5.08X5.08X2.03 T-fleX 780,Unclassified,Other,999.0,999.0,,
000000001830290761,THERMAL-PAD 7.63X7.63X2.03 T-fleX 380,Unclassified,Other,999.0,999.0,,
000000001830290770,THERMAL-PAD 8X6X1 Sarcon 100GR-M,Unclassified,Other,999.0,999.0,,
000000001830290808,THERMAL-PAD 8X6X0.8MM Sarcon GR-M,Unclassified,Other,999.0,999.0,,
000000001830290824,THERMAL-PAD FP 14X14X1MM XR-Pe,Unclassified,Other,999.0,999.0,,
000000001830290827,THERMAL-PAD FP 5X5X1.5MM XR-Pe,Unclassified,Other,999.0,999.0,,
000000001830290833,THERMAL-PAD FP 21X21X1MM XR-Pe,Unclassified,Other,999.0,999.0,,
000000001830290836,THERMAL-PAD 8X3X0.8MM Sarcon 80G-HM,Unclassified,Other,999.0,999.0,,
000000001830290837,THERMAL-PAD 8X4X0.3MM Sarcon 30G-HM,Unclassified,Other,999.0,999.0,,
000000001830290839,THERMAL-PAD FP 5X4X1MM XR-Pe,Unclassified,Other,999.0,999.0,,
000000001830290953,SHIELD-EMI TRP DWDM(OCPU 22243-0046),Unclassified,Other,999.0,999.0,,
000000001830290967,SHIELD-<NO SURFACE TREATMENT>,Unclassified,Other,999.0,999.0,,
000000001830291120,CLIP-FIBER U-TYPE 4.5X2.2X2.2MM PA66,Unclassified,Other,999.0,999.0,,
000000001830291280,CLAMP-FOR QSFP+,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291333,CLIP-FIXING OF TOSA ROSA PULL TAB SFP28,Unclassified,Other,999.0,999.0,,
000000001830291337,ABSORBER-EMI 19 x 5.5 x 0.5mm,Unclassified,Other,999.0,999.0,,
000000001830291342,ABSORBER-EMI 13.5X5.5X2MM Laird GDS,Unclassified,Other,999.0,999.0,,
000000001830291354,ABSORBER-EMI 24.5X5X0.5 QSFP28 LR4,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291370,GASKET-EMI On TOSA ROSA φ3.0±0.5mm,Unclassified,Other,999.0,999.0,,
000000001830291479,BODY-FOR SFP BIDI,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291482,BODY-for QSFP28 LR4 phase II,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291517,PLATE-NECK LOCK,Unclassified,Other,999.0,999.0,,
000000001830291520,LATCH-STANDARD FOR QSFP28 LR4,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291525,BODY-SFP+ LR/SR1,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291526,CVR-FOR SFP+ LR,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291533,ABSORBER-B 3X11 FOR SFP+ LR-X,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291534,ABSORBER-C 7X9 FOR SFP+ LR-X,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291535,THERMAL-PAD 14X6X0.5MM HD90000,Unclassified,Other,999.0,999.0,,
000000001830291537,THERMAL-PAD 4X4X0.75MM HD90000,Unclassified,Other,999.0,999.0,,
000000001830291561,SPRING-1.5X0.18X7mm FOR SFP28,Unclassified,Other,999.0,999.0,,
000000001830291564,POST COVER FOR SFP28,Unclassified,Other,999.0,999.0,,
000000001830291566,PULL TAB FOR SFP28,Unclassified,Other,999.0,999.0,,
000000001830291567,POST FOR SFP28,Unclassified,Other,999.0,999.0,,
000000001830291570,ABSORBER FOR SFP BIDI BODY,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291571,ABSORBER FOR SFP BIDI COVER,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291572,EMI GASKET FOR SFP FINGER,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291575,GASKET-EMI ROSA,Unclassified,Other,999.0,999.0,,
000000001830291576,GASKET-EMI TOSA,Unclassified,Other,999.0,999.0,,
000000001830291578,BODY-newfor pull-tab SFP28,Unclassified,Other,999.0,999.0,,
000000001830291581,ABSORBER FOR SFP BIDI BODY,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291582,ABSORBER FOR SFP BIDI COVER,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291599,PULL TAB FOR SFP28 TOKEN RING PURPLE,Unclassified,Other,999.0,999.0,,
000000001830291600,PULL TAB FRO SFP28 SAFETY BLUE,Unclassified,Other,999.0,999.0,,
000000001830291602,THERMAL-PAD 5X5X2MM GR-M,Unclassified,Other,999.0,999.0,,
000000001830291628,NEW BODY FOR SFP BIDI A193,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291645,ABSORBER GDS 6X4X0.6,Unclassified,Other,999.0,999.0,,
000000001830291647,ABSORBER CZ600 15X11.6X2,Unclassified,Other,999.0,999.0,,
000000001830291649,INSULATOR-8X6X0.06,Unclassified,Other,999.0,999.0,,
000000001830291668,ABSORBER GDS 15X11.4X2,Unclassified,Other,999.0,999.0,,
000000001830291674,INSULATOR-12X4.5X0.06,Unclassified,Other,999.0,999.0,,
000000001830291676,ABSORBER-12.5X4.5X1,Unclassified,Other,999.0,999.0,,
000000001830291704,THERMAL-PAD 9X9X1 XR-Pe,Unclassified,Other,999.0,999.0,,
000000001830291707,THERMAL-PAD 4X4X0.5MM Sarcon PG80B,Unclassified,Other,999.0,999.0,,
000000001830291708,THERMAL-PAD 5.7X5.7X1MM XR PE,Unclassified,Other,999.0,999.0,,
000000001830291711,STANDARD DIE CASTING POST,Unclassified,Other,999.0,999.0,,
000000001830291718,COVER  FOR  QSFP28,Unclassified,Transceiver_Rating,999.0,50.0,,
000000001830291763,Absorber(CZ600)12.7X2.8X1mm A193 BiDi LR,Unclassified,Other,999.0,999.0,,
000000001830291771,THERMAL-PAD 5.5X5.5X1MM GR-M,Unclassified,Other,999.0,999.0,,
000000001830291772,Absorber on OSA FPC,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830291793,SHORT LATCH FOR SFP28,Unclassified,Other,999.0,999.0,,
000000001830292001,ACTUATOR-Green,Unclassified,Other,999.0,999.0,,
000000001830292002,ACTUATOR-Grey,Unclassified,Other,999.0,999.0,,
000000001830292010,CVR-<DIE-CASTING NICKER PLATED>,Unclassified,Other,999.0,999.0,,
000000001830292011,"ACTUATOR, For Cisco CuSFP",Unclassified,Other,999.0,999.0,,
000000001830292012,BASE-Cisco CuSFP,Unclassified,Other,999.0,999.0,,
000000001830292013,SLIDE <DIE-CASTING NICKEL PLATED>,Unclassified,Other,999.0,999.0,,
000000001830330023,WASHER-Sealing 6.5X1.78 ID2.9,Unclassified,Other,999.0,999.0,,
000000001830330025,SCR-PHPH 4-40X1/4 SS NYLON,Unclassified,Other,999.0,999.0,,
000000001830330027,CLIP-MICRO WIRE SADDLE W/ADHES BASE,Unclassified,Other,999.0,999.0,,
000000001830330054,STDOFF M-F HEX4X8 M2X5 M2X5 SS,Unclassified,Other,999.0,999.0,,
000000001830330084,STDOFF F-F HEX4X13 M2X5 M2X5 SS,Unclassified,Other,999.0,999.0,,
000000001830330251,WASHER-FLAT 4X0.4 SST 200pcs/strip pkg,Unclassified,Other,999.0,999.0,,
000000001830330260,RUBBER PARTS FEC:GEARVY0378,Unclassified,Other,999.0,999.0,,
000000001830330267,CLIP-FIBER C-TYPE 12-6X5.4MM PC,Unclassified,Other,999.0,999.0,,
000000001830330287,CLIP-FIBER 9.6X6.5X7MM CRS (MP502128),Unclassified,Other,999.0,999.0,,
000000001830330299,CLIP-FIBER 9.6X6.5X11MM CRS,Unclassified,Other,999.0,999.0,,
000000001830330302,CLIP-FIBER L-TYPE 3.6X5X10MM PC,Unclassified,Other,999.0,999.0,,
000000001830330338,CLIP-FIBER L-TYPE 6X4X7.8MM CRS,Unclassified,Other,999.0,999.0,,
000000001830330340,CLIP-FIBER U-TYPE 8X8X4MM CRS,Unclassified,Other,999.0,999.0,,
000000001830330343,CLIP-FIBER 15.5X12.44X16.3 NYLON(RICHCO,Unclassified,Other,999.0,999.0,,
000000001830330402,SCR-FHPH M2.5X6 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830330405,SCR-FHPH M1.2X3.5 SS,Unclassified,Other,999.0,999.0,,
000000001830330411,N9001938-00 SCR-FHPH M2X3 SS,Unclassified,Other,999.0,999.0,,
000000001830330453,SCR-FHPH M3X6 CS NYLOK,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830330479,SCR-PHPH M2.5X5 SS NYLON,Unclassified,Other,999.0,999.0,,
000000001830330519,SCR-PHPH M2.5X6 CS NYLOK,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830330547,SCR-FHPH M3X4 SS,Unclassified,Other,999.0,999.0,,
000000001830330569,SCR-FHPH M1.2X2.5 SS,Unclassified,Other,999.0,999.0,,
000000001830330603,NUT-INSERT NUT M2.5 W5.56 H3.53 CS,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830330610,SCR-PHPH M3X8 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830330635,SCR-FHPH M1.2X5.5 SS,Unclassified,Other,999.0,999.0,,
000000001830330638,SCR-PHPH M2X4 SS,Unclassified,Other,999.0,999.0,,
000000001830330639,SCR-FHPH M2X4 SS (RAMIX),Unclassified,Other,999.0,999.0,,
000000001830330643,SCR-FHPH M2X4 SS,Unclassified,Other,999.0,999.0,,
000000001830330647,SCR-FHPH M2X4 SS,Unclassified,Other,999.0,999.0,,
000000001830330694,SCR-FHPH M2.5X4 SS,Unclassified,Other,999.0,999.0,,
000000001830330703,SCR-FHPH M2.5X5 SS WITH NYLOK,Unclassified,Other,999.0,999.0,,
000000001830330709,SCR-PHPH M2.5X16 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830330728,SCR-PHPH M2X10 SS,Unclassified,Other,999.0,999.0,,
000000001830330734,SCR-FHPH M2.5x6 SS,Unclassified,Other,999.0,999.0,,
000000001830330744,SCR-FHPH 2-56X3/8 BLACK SS,Unclassified,Other,999.0,999.0,,
000000001830330749,SCR-FHPH M1.2X4,Unclassified,Other,999.0,999.0,,
000000001830330751,SCR-FHPH 2-56X1/8 BLACK SS UNDERCUT,Unclassified,Other,999.0,999.0,,
000000001830330752,SCR-FHPH M2X4 SS,Unclassified,Other,999.0,999.0,,
000000001830330767,SCR-PHPH M1.6X5 SS,Unclassified,Other,999.0,999.0,,
000000001830330790,CLIP-FIBER 7.3X9X4MM NYLON(RICHCO),Unclassified,Other,999.0,999.0,,
000000001830330792,SCR-PHPH M2.5X6 SS,Unclassified,Other,999.0,999.0,,
000000001830330797,SCR-FHPH 2-56X3/16 BLACK SS UNDERCUT,Unclassified,Other,999.0,999.0,,
000000001830330804,SCR-FHPH 2-56X1/8 SS,Unclassified,Other,999.0,999.0,,
000000001830330818,SCR-PHPH 4-40X1/8 SS,Unclassified,Other,999.0,999.0,,
000000001830330819,SCR-PHPH 4-40X3/16 SS,Unclassified,Other,999.0,999.0,,
000000001830330851,SCR-FHPH M3X8 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830330887,N9001951-00 SCR-PHPH M2X4 SS,Unclassified,Other,999.0,999.0,,
000000001830330903,SCR-FHPH M2X4 BLACK SS,Unclassified,Other,999.0,999.0,,
000000001830330905,SCR-FHPH M2X6 SS,Unclassified,Other,999.0,999.0,,
000000001830330923,NUT-HEX M3 W5.5 H2.4 SST,Unclassified,Other,999.0,999.0,,
000000001830330931,SCR-PHPH M4X5 SS,Unclassified,Other,999.0,999.0,,
000000001830330933,SCR-FHPH M2.5X8 SS,Unclassified,Other,999.0,999.0,,
000000001830330950,SCR-PHPH M5X8 SS,Unclassified,Other,999.0,999.0,,
000000001830330982,WASHER-FLAT 6.64X0.5 ID 3.2 SST,Unclassified,Other,999.0,999.0,,
000000001830331000,SCR-FHPH 6-32x1/4 SS,Unclassified,Other,999.0,999.0,,
000000001830331034,SCR-PHPH M3X10 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331035,SCR-PHPH M2X5 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331036,SCR-PHPH M3X20 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331037,SCR-PHPH M3X6 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331038,SCR-PHPH M2X6 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331039,SCR-FHPH M3X5 SS WITH NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331040,SCR-FHPH M2X5 SS WITH NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331041,SCR-FHPH M3X10 SS,Unclassified,Other,999.0,999.0,,
000000001830331045,SCR-PHPH M3X18 SS NYLOK&LOCK WSHR,Unclassified,Other,999.0,999.0,,
000000001830331052,NUT-INSERT NUT M3 W5.56 H3.53 CS,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830331053,NUT-INSERT NUT M2 W5.56 H3.53 CS,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830331442,CLIP-FIBER 22.4X12.7X10 NYLON(RICHCO),Unclassified,Other,999.0,999.0,,
000000001830331443,CLIP-FIBER 12.7X9.7X6.4 NYLON(RICHCO),Unclassified,Other,999.0,999.0,,
000000001830331446,PULL HANDLE-4-40 MEMASTER 1568A62,Unclassified,Other,999.0,999.0,,
000000001830331447,PIN GUIDE SM GROOVED MTP Elite L11.4,Unclassified,MTP_Group,999.0,11.0,,
000000001830331462,NUT-INSERT NUT M2 W5.56 H3.2 BRASS SMT,Unclassified,Other,999.0,999.0,,
000000001830331464,SCR-SHOULDER FHPH 4-40 SS,Unclassified,Other,999.0,999.0,,
000000001830331469,SCR-FHPH M4X6 SS WITH NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331477,SCR-SHOULDER PHPH 4-40 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331487,SCR-THIN HEAD PHIS M2.5X5 NYLOK CHEESE,Unclassified,Other,999.0,999.0,,
000000001830331501,SCR-PHPH M3X5.5 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331504,SCR-THIN HEAD PHIS M3X6 CS NYLOK,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830331528,SCR-PHPH M3X5 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331540,SCR-THIN HEAD PHIS M4X6 CS,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830331549,WASHER-Split Lock 9.2X1.1 ID5.4 SST,Splitter_Cables,Other,18.0,999.0,,
000000001830331652,N0003731-00 Protective Vents 3.3X7.6<ZY>,Unclassified,Other,999.0,999.0,,
000000001830331659,N9001204-01 TAP-CVR Plate Glue Layer BR,Unclassified,Other,999.0,999.0,,
000000001830331682,N9000622-00 SCR-PHPH M3x6 SS NYLON,Unclassified,Other,999.0,999.0,,
000000001830331686,N9000741-00 SCR-FHPH M2x4 SS NYLON,Unclassified,Other,999.0,999.0,,
000000001830331715,N9001302-00 Threaded M1.6 .060 H .06 PCB,Unclassified,Other,999.0,999.0,,
000000001830331725,SCR-PHPH M1.2X3 SS NYLOK,Unclassified,Other,999.0,999.0,,
000000001830331794,N9001480-00 THERMAL-PAD 12X10X1,Unclassified,Other,999.0,999.0,,
000000001830331802,FOAM 51D27 L=88MM FRD,Unclassified,Other,999.0,999.0,,
000000001830331826,NUT-INSERT NUT M1.6 W3.18 H2.48 CS,Unclassified,Other_Connector_Types,999.0,40.0,,
000000001830331829,N9001387-03 THERMAL-PAD 60.1X25.5X1,Unclassified,Other,999.0,999.0,,
000000001830331832,N9001551-00 THERMAL-PAD 106X48X2,Unclassified,Other,999.0,999.0,,
000000001830331833,N9001552-00 THERMAL-PAD 36X21X0.5,Unclassified,Other,999.0,999.0,,
000000001830331834,N9001553-00 THERMAL-PAD 29X16.5X1,Unclassified,Other,999.0,999.0,,
000000001830331880,WASHER-FLAT 6.4X0.64 ID2.5 SST,Unclassified,Other,999.0,999.0,,
000000001830331901,SPRING-D0.12 FOR SFP28,Unclassified,Other,999.0,999.0,,
